cmtDate,postId,userId,cmtText,cmtLikes,cmtText_clean,sentiment
2025-06-01 04:52:40+00:00,1145328240973119,pfbid037VoLrvMqFCaL23SVwQguSDbFqfmJFJidR9FwJMJMiqmz8nbf576Hm45BkY8zfHtnl,Ơ.  Tgdd k bán laptop nữa à ? Thế có bảo hành k ?,0,Ơ.  Tgdd k bán laptop nữa à ? Thế có bảo hành k ?,negative
2025-06-01 01:13:01+00:00,1145328240973119,pfbid02cDh4CQM4BmabNwevPg2eaBx3G6EfuE4yqisbqFMSdZHQ6CEbWpftPiKifU2ecFjKl,Tôi mới đi đồn tgdd nghĩ bán laptop rồi. Ụa vậy còn bán kk,0,Tôi mới đi đồn tgdd nghĩ bán laptop rồi. Ụa vậy còn bán kk,negative
2025-05-31 17:12:39+00:00,1145328240973119,pfbid027hhocztL2ddtjF67bSCb181EtavjFUbHF1jPehBbH18XMn6TJor8W1w9mBCmzbkvl,Tgdd ko bán laptop nữa nha mn.ai mua qua cửa hàng khác nha.,1,Tgdd ko bán laptop nữa nha mn.ai mua qua cửa hàng khác nha.,negative
2025-05-30 16:09:24+00:00,1145328240973119,pfbid08MVWyaZcX3MvjHYSKywzKsoAaAQ73xhvNSQpcQ7rrqdP25HFTSGVek6Tj7Xg3yKzl,"nghe rằng MINIPC HP 10 năm vẫn chưa hỏng, công nhận bền thật",2,"nghe rằng MINIPC HP 10 năm vẫn chưa hỏng, công nhận bền thật",negative
2025-06-02 04:51:45+00:00,1147413360764607,pfbid025knFoSVN6chN8M5M94yaqPaYnuTNTjoimthDkTKPZ1LHHLfeecsjFHsRqsn7CUpyl,"Laptop ko có sẵn ở Hcm, ship ở tỉnh xa tới giờ là 4 ngày rồi chưa tới, tính sát nút là 6 ngày mới chịu giao à, vận chuyển tệ thật sự",2,"Laptop ko có sẵn ở Hcm, ship ở tỉnh xa tới giờ là 4 ngày rồi chưa tới, tính sát nút là 6 ngày mới chịu giao à, vận chuyển tệ thật sự",negative
2025-06-02 04:34:16+00:00,1147413360764607,pfbid0PzbF7hkZiaw1bEwcYW1nuw56wFWY8A1Gu8XfVnBXNBErXuTdXQ3EgdTDDPTSmtWel,content thông minh hơn rồi đấy ad :D,3,content thông minh hơn rồi đấy ad :D,negative
2025-06-02 04:51:54+00:00,1147413360764607,pfbid021USKJaDryxv9Xrwx7B5rYhphQjs8qgq6Nx4mtoupC4qWr9tRLTU43g5pG5cAixLwl,Xin gia laptop 9990000,0,Xin gia laptop 9990000,neutral
2025-06-02 04:44:08+00:00,1147413360764607,pfbid0CEgcKUptpP3JhTq7c7SCxjSAi6ZwZZ8fMkV7d23RLtU7MsasyJcqHFCtBmrrLnXwl,"Tưởng thế giới di động không chỉ bán laptop, mà còn bán cả điện thoại 🤣",2,"Tưởng thế giới di động không chỉ bán laptop, mà còn bán cả điện thoại ",neutral
2025-06-02 04:46:05+00:00,1147413360764607,pfbid02dgsinV3GKHqgEpXcmvuRLowuwD28jQvKgfbuBYy8P4rffFBBNazZJ7LDGbh2c825l,TGDD không chỉ bán laptop mà còn bán content cho mấy hãng khác đu theo :))),6,TGDD không chỉ bán laptop mà còn bán content cho mấy hãng khác đu theo :))),negative
2025-06-02 06:06:44+00:00,1147413360764607,pfbid02FBVC7zh9WjxSvVGKGRFAKG7i6DB87xUCvEb1pT2VFUwR1D4bkqy9yw3zqTh7P8NTl,"Ê nói nghe nè, ghi thêm chữ “còn” bị tam tai hả? 
Nhắm làm content mà ko rành Tiếng Việt thì dẹp nghỉ đi cha, rồi anh chị nào duyệt content đợt này thì coi lại nha :)",3,"Ê nói nghe nè, ghi thêm chữ “còn” bị tam tai hả? 
Nhắm làm content mà ko rành Tiếng Việt thì dẹp nghỉ đi cha, rồi anh chị nào duyệt content đợt này thì coi lại nha :)",negative
2025-06-02 04:55:31+00:00,1147413360764607,100004014867605,Bớt n .g .u  rồi đó,4,Bớt n .g .u  rồi đó,neutral
2025-06-02 04:45:53+00:00,1147413360764607,pfbid0kUMsw9tWWCoiTux5BXtGfMV73xRhKAtEdJnx4egUQVmpr2GcWhdLtkDoYZB9FdwMl,Ủa bữa thông báo từ ngày 1/6 không bán laptop nữa mà ad,3,Ủa bữa thông báo từ ngày 1/6 không bán laptop nữa mà ad,negative
2025-06-02 05:10:17+00:00,1147413360764607,61565839505488,Ủa chứ bữa trước nói không bán nữa mà,0,Ủa chứ bữa trước nói không bán nữa mà,negative
2025-06-02 05:29:13+00:00,1147413360764607,100025267693082,Bữa ra kiếm con macbook mà hem có thặc là thất zọng🤣,0,Bữa ra kiếm con macbook mà hem có thặc là thất zọng,negative
2025-06-01 03:08:58+00:00,1146531914186085,pfbid0pKCSgV1P2RM4SHTXJdV7BsKEDDf9TqWBpks8yKFpwSH3JWbkPXDqWSf7TunsLUol,"Nên đổi ""Không bán"" thành ""Không chỉ bán"" ý nghĩa sẽ khác biệt liền nha shop ơi",1,"Nên đổi ""Không bán"" thành ""Không chỉ bán"" ý nghĩa sẽ khác biệt liền nha shop ơi",negative
2025-06-01 02:58:47+00:00,1146531914186085,pfbid0275fXJ7phfok6dcQsfA3NxqifB5Pk3o7hZoiXP78m3jUpaDCtm58npAYykYyHC1zVl,Bất ngờ dữ chưa,0,Bất ngờ dữ chưa,neutral
2025-06-01 01:57:39+00:00,1146531914186085,61564886847083,Qua giờ ai đồn TGDD nghĩ bán laptop r mà,0,Qua giờ ai đồn TGDD nghĩ bán laptop r mà,neutral
2025-06-01 02:51:04+00:00,1146531914186085,pfbid0kydR6EX1TvRrm66WrAggJ6gRQVC1hbJW4knENXJKWLN13vT4rGNja9A9EUxPbueLl,Xàm thiệt chứ 😥,0,Xàm thiệt chứ ,negative
2025-06-01 02:34:15+00:00,1146531914186085,100003151770365,Ai nghĩ ra content này thì nên thay đổi nhé adđ:))),2,Ai nghĩ ra content này thì nên thay đổi nhé adđ:))),negative
2025-06-01 03:42:54+00:00,1146531914186085,pfbid0MdCqYkJ5pw9qxFjp1MRbKj9xVVFiwYWcRMLgA8aXhhLRQYQQDRhkFM6YvQSWQ6cJl,Rồi cái laptop chỉ từ 9.990.000 là cái nào vậy Add,0,Rồi cái laptop chỉ từ 9.990.000 là cái nào vậy Add,negative
2025-06-01 09:22:37+00:00,1146529790852964,pfbid0PzbF7hkZiaw1bEwcYW1nuw56wFWY8A1Gu8XfVnBXNBErXuTdXQ3EgdTDDPTSmtWel,"Ủa! Hwa kêu ko bán, tôi đi qua chỗ khác mua rồi, giờ lại kêu bán là thế đ nào 😱",4,"Ủa! Hwa kêu ko bán, tôi đi qua chỗ khác mua rồi, giờ lại kêu bán là thế đ nào ",negative
2025-06-01 09:33:55+00:00,1146529790852964,pfbid0xCCATXUTmCN6C8Ao3Rk2LqZzDCnVoMgxktSjZxCYGYmERerv74U5tqGhBF1wT5Ygl,minh nghe nói laptoo sẽ bán thế giới di động từ đầu tháng mà ta,0,minh nghe nói laptoo sẽ bán thế giới di động từ đầu tháng mà ta,negative
2025-06-01 01:50:54+00:00,1146529790852964,pfbid02YgtQYxfRjhETJgWduEnYZUixTuQKYwGxHqg4uyrbzG5kRYou4c2QBLqfymFEcqnl,Tưởng từ ngày 1/6 tgdd ko bán laptop nữa mà,2,Tưởng từ ngày 1/6 tgdd ko bán laptop nữa mà,negative
2025-06-01 03:03:47+00:00,1146529790852964,100082365036655,Mua laptop,0,Mua laptop,neutral
2025-06-01 09:43:45+00:00,1146529790852964,100082365036655,Mua 2 laptop,0,Mua 2 laptop,neutral
2025-06-02 01:24:49+00:00,1146529790852964,pfbid0U3ikJ3hLVndSLWu897K4BKDkFp41iHqkS4VtLYELkQ8JW3BKJpXFUvFHnLMDoSfHl,Hahaha,0,Hahaha,neutral
2025-06-01 08:35:59+00:00,1146529790852964,pfbid036432FUUhBiAzqFUkjSn8ZR3JqpSz9qfJyZ9qFwAdGnGg1j3eeJoy9sf3HyBV9JoZl,Rất tuyệt vời,0,Rất tuyệt vời,positive
2025-06-01 10:34:33+00:00,1146529790852964,pfbid02FBVC7zh9WjxSvVGKGRFAKG7i6DB87xUCvEb1pT2VFUwR1D4bkqy9yw3zqTh7P8NTl,Ủa đổi r he,1,Ủa đổi r he,neutral
2025-06-01 02:10:36+00:00,1146529790852964,pfbid02FLLHZeTzYvfi6nZWw7ss48VVbNRNLy2QUaEfwoQMX4W4t9rCYk2WsbR24Q8Ldt1zl,Giau Le,0,Giau Le,neutral
2025-06-01 03:28:29+00:00,1146504504188826,pfbid02Wxn1QZ8JBPRbC6qYSXH3zqhqHfzERbGs7sHVwDqsDNX7NS4yLMLuVHVAZDN49Dw6l,"Tôi cần mua laptop thôi không cần mua hành trang tương lai, vậy TGDĐ có bán laptop không",16,"Tôi cần mua laptop thôi không cần mua hành trang tương lai, vậy TGDĐ có bán laptop không",negative
2025-06-01 14:21:44+00:00,1146504504188826,pfbid02ix7miwXM7KTkXpNTvKdScfMeWVVKfEyYCFQWwxdeFyC4bJ3kQLDNYzoax9TD4fWXl,Bao giờ tgdd ráp PC,0,Bao giờ tgdd ráp PC,neutral
2025-06-01 05:39:25+00:00,1146504504188826,100014860068826,Không chỉ bán laptop mà bán cả hành trang tương lại. Có phải khác hơn không,0,Không chỉ bán laptop mà bán cả hành trang tương lại. Có phải khác hơn không,negative
2025-06-01 07:50:19+00:00,1146504504188826,100003253696732,Content như gì,0,Content như gì,negative
2025-06-01 06:54:45+00:00,1146504504188826,pfbid02rtshmzkVuA4KUZpQ58y9kMiKUkZ8Dsu2er8tLhGjgJjHcvVZXH8ccakSK3pbzUinl,Dốt văn mà vẫn muốn làm content ư,0,Dốt văn mà vẫn muốn làm content ư,negative
2025-06-01 03:19:26+00:00,1146504504188826,pfbid0Zw7QwazpacipgXrzqvgdgFgc1AVe1doREEERKPQcu8UNkkf4MH6W17qNdBbiKkpSl,Thế là giờ mua laptop ko đến thế giới di động nữa rồi,9,Thế là giờ mua laptop ko đến thế giới di động nữa rồi,negative
2025-06-01 04:47:25+00:00,1146504504188826,100021548084185,Sài trc chả sau kiểu gì v,0,Sài trc chả sau kiểu gì v,negative
2025-06-01 02:08:26+00:00,1146504504188826,pfbid036J87CPCX7AGfDMEev1yF1ffikf4LrKX6FCzMYsjFpGvW6tJjzYp41cvpojAGauJzl,Tặng office trọn đời hay sao ạ 😆,2,Tặng office trọn đời hay sao ạ ,positive
2025-06-01 09:24:16+00:00,1146504504188826,pfbid02DgLWeGQzg9WXc1oBKhFK2hkYEuF9QCs7817bJfr118jhyLGDEjB4dgXNLsbGq71Jl,"Thiệt bán cũng k mua, mua điện thoại lần là 0 sao rồi. Lúc trước nổi tiếng dịch vụ tốt giờ dịch vụ tệ. Sản phẩm bán k hề rẻ",0,"Thiệt bán cũng k mua, mua điện thoại lần là 0 sao rồi. Lúc trước nổi tiếng dịch vụ tốt giờ dịch vụ tệ. Sản phẩm bán k hề rẻ",negative
2025-06-01 05:49:06+00:00,1146504504188826,pfbid0ktpjgYx2TbowDVnTZVwKD5mz7n99sMNQyANcw3rhxYXSvrAAJfY61p64ZJqZoCkTl,Tính mua laptop mà TGDĐ hết bán r,2,Tính mua laptop mà TGDĐ hết bán r,negative
2025-06-02 04:26:10+00:00,1147413360764607,100003151770365,Content này còn được này add:),4,Content này còn được này add:),positive
2025-06-02 05:06:39+00:00,1147413360764607,pfbid02ysPXggHiae1mrnSeKvPrE6Qr5tAbhLrvUha1TT6uw7neta5KsmFxTv4KVNJvfh9wl,"thua, giờ flop phải chạy qc 😅",0,"thua, giờ flop phải chạy qc ",negative
2025-05-31 13:09:18+00:00,1145328240973119,pfbid019mEK94ZfYMZ5pnnA6e5HyefrX6xZR4SasP7KZpDL8DNZaRDCKMa7yiNdxnB7epol,"Tính mua laptop xài
Mà ko bán thui qua fpt mua vậy",1,"Tính mua laptop xài
Mà ko bán thui qua fpt mua vậy",negative
2025-05-31 04:53:39+00:00,1145328240973119,pfbid02p6hSK2yBGdLHRgwRZEFuTSiAUDcPQuNVQHWMaSBtVE1CQSSgja8tuMBy6PGjt4Kel,Bán lúc nào cũng mắc hơn nơi khác mà bày đặt chảnh choẹ…,1,Bán lúc nào cũng mắc hơn nơi khác mà bày đặt chảnh choẹ…,negative
2025-05-30 15:14:03+00:00,1145328240973119,pfbid029krQG7JSt1APptpfLBKQJe9WZtLqPgDQwyRSMBCkKiUBSJszMR2t3sV6rh61qDkpl,"Thế này mua ở đâu đây TGDD ơi
Cái gì cũng mua ở TGDD r 😁",2,"Thế này mua ở đâu đây TGDD ơi
Cái gì cũng mua ở TGDD r ",negative
2025-05-31 05:25:42+00:00,1145328240973119,pfbid0ouT6ncmevLta2frqaYXzaQqG4grhfP6dzJTVtk5Fmp73xX7XCpoFRDFwFbm8yyhHl,"Không bán nữa đi chỗ khác mua thôi mn, vượt trội tháng này của team content là 0% nhỉ",1,"Không bán nữa đi chỗ khác mua thôi mn, vượt trội tháng này của team content là 0% nhỉ",negative
2025-05-31 04:13:22+00:00,1145328240973119,pfbid0EjiPFPUVrNaCYoFTBDn63c4LXpksNCxa42244RW4ouU24zRX2rW4KNPKMw8n464il,Chắc chắn mất khách sang mấy shop khác. Thề,1,Chắc chắn mất khách sang mấy shop khác. Thề,neutral
2025-05-30 15:04:52+00:00,1145328240973119,100002511173974,Mới tính mai dắt đứa em đi mua lap. Mà giờ 1/6 k bán thì mai chỉ còn mỗi hàng tồn kho chờ clear. Thôi qua cellS mua cho lành.,1,Mới tính mai dắt đứa em đi mua lap. Mà giờ 1/6 k bán thì mai chỉ còn mỗi hàng tồn kho chờ clear. Thôi qua cellS mua cho lành.,negative
2025-05-31 12:05:49+00:00,1145328240973119,100004722077093,Không bán laptop nữa mà sẽ tặng cho ai mua kèm đồ giá trị tương đương như là laptop ví dụ như là mua điện thoại 20tr thì tặng kèm laptop 20tr ha. 😁😁,0,Không bán laptop nữa mà sẽ tặng cho ai mua kèm đồ giá trị tương đương như là laptop ví dụ như là mua điện thoại 20tr thì tặng kèm laptop 20tr ha. ,negative
2025-05-30 15:18:18+00:00,1145328240973119,pfbid0SyFbL7zFU5SJXnGv9BWqJE7bRMveY4jjPj4UFKfaoG1pmVTyt9Jxzf1eao34geYxl,K bán chắc là cho hoặc thuê,1,K bán chắc là cho hoặc thuê,negative
2025-06-01 00:08:07+00:00,1145328240973119,pfbid02osvLXKfYeqq8ZNLyrtmbRqkaGJ3bkXvs4b3hc3gC7UdYa1ShcR95rQTFn9kqWviql,Rồi nay 1.6 có chương trình gì không shop,0,Rồi nay 1.6 có chương trình gì không shop,neutral
2025-05-31 04:33:08+00:00,1145328240973119,pfbid02JgWSkkkBMVsmc8T5YZLzRdPYpNhET5AxabTyNVgEQV5jRxmYs2szV6djiXEKwegUl,Content ko hay đâu. Nhìn lướt thì chỉ biết tgdd ko kinh doanh laptop nữa,0,Content ko hay đâu. Nhìn lướt thì chỉ biết tgdd ko kinh doanh laptop nữa,negative
2025-06-01 01:07:34+00:00,1146504504188826,pfbid021USKJaDryxv9Xrwx7B5rYhphQjs8qgq6Nx4mtoupC4qWr9tRLTU43g5pG5cAixLwl,Xin giá 9990000,1,Xin giá 9990000,neutral
2025-06-01 09:58:12+00:00,1146504504188826,pfbid0Q6AHe3F54cLtDHMVud1nU7hVWPSkKM8AF6Jr6xFUyLb9vFACUsVDLWDg1418d7pnl,.,0,.,neutral
2025-06-01 09:27:15+00:00,1146504504188826,100003204131977,Tôi chỉ muốn mua laptop mà không cần thêm hành lý lai thì được trừ tiền không ?,0,Tôi chỉ muốn mua laptop mà không cần thêm hành lý lai thì được trừ tiền không ?,negative
2025-06-01 00:31:01+00:00,1146504504188826,pfbid034Kft1zEiB8HNhjGm9JYYmpzTgqauwCHYJCvBJoaBYE2JXKbUf81AjDabDtviGkUDl,sao laptop legion 5 2021 tôi mua 2 năm trước ko có office bản quyền ta,1,sao laptop legion 5 2021 tôi mua 2 năm trước ko có office bản quyền ta,negative
2025-06-01 02:45:13+00:00,1146504504188826,100030966722781,Office vĩnh viễn hả ta,0,Office vĩnh viễn hả ta,positive
2025-06-01 04:25:04+00:00,1146504504188826,pfbid02DdPVJo35cNe7f5EsGdrDom4gKwViJL8jVpzwVXRdGZTTF1kz2qXtgdjegcPrfCxfl,Khong ban laptop..tom lai ban gi?,0,Khong ban laptop..tom lai ban gi?,negative
2025-06-01 03:05:07+00:00,1146504504188826,100082365036655,Mua laptop,0,Mua laptop,neutral
2025-06-01 06:06:00+00:00,1146504504188826,pfbid08jYzsHNzD2LHSURkyyphCrgPsTNpVfcDHdEioZ3Cj6mf8iTtaS7z9VcZRg9vVVVjl,Xin tư vấn ạ,0,Xin tư vấn ạ,neutral
2025-06-01 05:03:43+00:00,1146504504188826,100004293422336,Hết đánh tráo khái niệm mua trả góp thành mua trả chậm giờ tới laptop làm riết như đa cấp kkkk,7,Hết đánh tráo khái niệm mua trả góp thành mua trả chậm giờ tới laptop làm riết như đa cấp kkkk,negative
2025-06-01 03:35:02+00:00,1146504504188826,100002976110600,Content nhạt 😑 xấu hổ giùm,5,Content nhạt  xấu hổ giùm,negative
2025-05-31 09:45:17+00:00,1145328240973119,pfbid023GjTt7zdaR5URCBGbpHoZH7v45xvJD4sQmen8Wrn1KX1hyjLjoQ2fM2CtNznxsRBl,Ko bán thì thui mê REDMI book pro 16 2025 mà ko có thì thui :)),0,Ko bán thì thui mê REDMI book pro 16 2025 mà ko có thì thui :)),negative
2025-05-31 08:55:36+00:00,1145328240973119,100005347332298,Vẫn còn mấy giờ mình có xả hàng không shop ơi,0,Vẫn còn mấy giờ mình có xả hàng không shop ơi,neutral
2025-05-30 15:22:12+00:00,1145328240973119,pfbid0TgrvBLYPBGE64f2gM3fFyN4xrmgap29Q7TSmXtbgAEbyzvrSE9ENJXPvMbVQFqDNl,chúng tôi ko bán chúng tôi tặng hả quý shop 🤣,0,chúng tôi ko bán chúng tôi tặng hả quý shop ,neutral
2025-05-31 09:56:47+00:00,1145328240973119,pfbid02SsgVLZbagucupeDNXot5q8wB2LAhzexreDAqgnWQeL6iWC3vQ7B1GNM4Xkp1RaJ7l,Samsung A06 giá bao nhiêu vậy shop,0,Samsung A06 giá bao nhiêu vậy shop,neutral
2025-05-31 05:06:57+00:00,1145328240973119,100002864490983,Viết tầm bậy tầm bạ,0,Viết tầm bậy tầm bạ,negative
2025-05-30 15:17:18+00:00,1145328240973119,pfbid03mnRBFeqxHTngSef4WCqoPmSn29UoP7r1ymoKGdnagxMvVvkqCTRSvvmDqe19PGQl,Giảm 50% thì mua,0,Giảm 50% thì mua,neutral
2025-05-31 04:23:28+00:00,1145328240973119,100036272079370,Thế có bảo hành ko,0,Thế có bảo hành ko,neutral
2025-05-30 15:53:43+00:00,1145328240973119,100002315641810,Ai duyệt camp này được cũng hay 🥲,0,Ai duyệt camp này được cũng hay ,positive
2025-05-30 15:16:00+00:00,1145328240973119,pfbid021NDHvFqouZtwLkMFV1Cnhh9BoqdRkYmvuMHz3Ca5h9n6uVbnkgkcvB3YqPeUZZXol,Nếu tặng thì em không ngại hihi,0,Nếu tặng thì em không ngại hihi,neutral
2025-05-31 04:47:58+00:00,1145328240973119,pfbid02pAjpumXwThoq3VXRV3GUhKNe9oS5jxZYLczgbzVayobAVBLSp45gNJkdesSFnT41l,Continued,0,Continued,positive
2025-05-31 13:01:58+00:00,1145328240973119,pfbid02Gytg5kDh31NmyLpt31XBq1PGw1eKueq2uDcnnMY6fSuR7bMxRxMBGXkBXaeDoCHZl,Ko bán laptop chỉ bán May tính xách tay,0,Ko bán laptop chỉ bán May tính xách tay,negative
2025-05-31 11:49:59+00:00,1145328240973119,pfbid02nNSetz852cMGnJ3xKnBFYUBMXyuGcPndMewVSiyyducYr7evvBkAnJgQPuT3c6T6l,Là sao,0,Là sao,neutral
2025-05-30 15:50:06+00:00,1145328240973119,pfbid027CSF2gcjE4NsFWLrYooBEySWPaHpnbM5ticH62437Cf1TDRHw2crf7U85vxo8UdYl,m trôn?,1,m trôn?,neutral
2025-05-31 04:09:30+00:00,1145328240973119,100004509162106,Tính ra mua mà không bán thì nghỉ xài luôn 🤣,0,Tính ra mua mà không bán thì nghỉ xài luôn ,negative
2025-06-01 04:45:54+00:00,1145328240973119,pfbid02fMCUREiV8vSSPPWfanRnsoLnqEdcfYGg4b3Fj6X8SivnDHsMAxxPpBTwGQP2FRcRl,Chao,0,Chao,neutral
2025-06-01 01:23:47+00:00,1145328240973119,pfbid0PYP3F4ceuUeWQjtG6EPc6MAYfQM7eWYBxvRVhj1vFCjQAnYN6GpddYnqtHea7MfFl,Được tặng hả shop,0,Được tặng hả shop,neutral
2025-05-30 15:35:31+00:00,1145328240973119,pfbid0FJNJhz97S9GMUc8eVQdhpAunP6QA4UoqWWUK3jJ5rTMFPq9C4HanZxg32rYuPYcxl,"Ko bán thì thôi khỏi mua
Bye",1,"Ko bán thì thôi khỏi mua
Bye",neutral
2025-05-30 15:17:51+00:00,1145328240973119,pfbid029yJVuDLkiWtXQcUd9zv6kTCt1MawJrsmUQVAuoW9epKXHLiBWQXd8z5wRCB895Qel,Xin chúc mừng content. Bạn đã mất 1 khúc khách hàng thay vì gây sự chú ý,1,Xin chúc mừng content. Bạn đã mất 1 khúc khách hàng thay vì gây sự chú ý,neutral
2025-05-31 11:01:58+00:00,1145328240973119,pfbid0ThQb6MKFpMYniez4Dhnq512nnk7rDKbsQL5DH4Rf4kpMt4iBAmbnDYQsfQKi6XnLl,không bán thì thôi qua fpt mua.,1,không bán thì thôi qua fpt mua.,negative
2025-05-31 12:24:04+00:00,1145328240973119,pfbid02b7Fun4h8HpoznrsHS5mJoSnqSRaDVCmdb7vXxjb4HCEFuTAbZu77Pyk14SamoqAUl,"Vậy thôi qua FPT mua vậy, đang định mua 3 cái về",1,"Vậy thôi qua FPT mua vậy, đang định mua 3 cái về",neutral
2025-06-02 00:17:26+00:00,1146529790852964,pfbid02okiHFwrRNuAGA4WnJyepNZZ6SRa7zj4GKDG7mvAWDAerAh9zC7ek7Jz6m5e2pgdYl,Thằng tạo và thằng duyệt content chắc bữa giờ bị chửi to đầu rồi,0,Thằng tạo và thằng duyệt content chắc bữa giờ bị chửi to đầu rồi,negative
